[2024-07-29 13:59:42,897] 20 root - INFO - pickle file location -  F:\python\student_performance_analysis\artifacts\preprocessor.pkl
[2024-07-29 13:59:44,014] 28 root - INFO - Entered the data ingestion method or component
[2024-07-29 13:59:44,042] 31 root - INFO - Read the dataset as dataframe
[2024-07-29 13:59:44,081] 35 root - INFO - Raw data file had been created
[2024-07-29 13:59:44,083] 38 root - INFO - Raw data had been splited
[2024-07-29 13:59:44,099] 41 root - INFO - Train data had been created
[2024-07-29 13:59:44,105] 43 root - INFO - Test data had been created
[2024-07-29 13:59:44,134] 68 root - INFO - Train and Test data had been read
[2024-07-29 13:59:44,134] 69 root - INFO - Obtaining preprocessor object
[2024-07-29 13:59:44,136] 28 root - INFO - Entered get_data_transformation_object function in the class
[2024-07-29 13:59:44,137] 40 root - INFO - Numerical columns encoding completed
[2024-07-29 13:59:44,137] 50 root - INFO - Catagorical columns Encoding completed
[2024-07-29 13:59:44,143] 82 root - INFO - Applying preprocessing object on training dataframe and testing dataframe
[2024-07-29 13:59:44,224] 96 root - INFO - Saved preprocessing object
[2024-07-29 13:59:44,225] 37 root - INFO - Spliting training and testing data 
[2024-07-29 13:59:44,226] 93 root - INFO - Evaluation model started
[2024-07-29 14:02:15,841] 95 root - INFO - result: {'Randomforest': 0.8497641175581764, 'Adaboost': 0.8467596647652427, 'Gradient Boosting': 0.8726752897021525, 'Xgboost': 0.8492434722253639, 'Catboost': 0.8613734525258083, 'K-Neighbour': 0.47561174068704326, 'Linear Regression': 0.8811993914647257, 'Decision Tree': 0.7285467480677115}
[2024-07-29 14:02:15,841] 96 root - INFO - Evaluation model ended
[2024-07-29 14:02:15,842] 108 root - INFO - Best model found on both testing and training dataset
